Stations_id von_datum bis_datum Stationshoehe geoBreite geoLaenge Stationsname Bundesland Abgabe
----------- --------- --------- ------------- --------- --------- ----------------------------------------- ---------- ------
02565 19490101 19881014             17     54.3378   10.0929 Kiel-Kronshagen                          Schleswig-Holstein                       Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02575 20070523 20250505            432     49.1804    9.9800 Kirchberg/Jagst-Herboldshausen           Baden-Württemberg                        Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02578 20040701 20250505             14     53.9995   11.4341 Kirchdorf/Poel                           Mecklenburg-Vorpommern                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02597 19490101 20250505            282     50.2240   10.0792 Kissingen, Bad                           Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02600 20050301 20250505            193     49.7363   10.1781 Kitzingen                                Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02601 19490101 20250505            822     50.2218    8.4469 Kleiner Feldberg/Taunus                  Hessen                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02618 20041001 20250505            732     50.8458   10.4803 Kleiner Inselsberg                       Thüringen                                Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02627 20040701 20250505            128     51.5554   13.8845 Schipkau-Klettwitz                       Brandenburg                              Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02629 20040701 20250505             46     51.7612    6.0954 Kleve                                    Nordrhein-Westfalen                      Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02638 19490101 20250505            974     48.1054    8.7548 Klippeneck                               Baden-Württemberg                        Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02641 20040901 20250505             90     51.5185   12.9065 Klitzschen bei Torgau                    Sachsen                                  Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02656 19490524 19891214             96     50.3519    7.5906 Koblenz                                  Rheinland-Pfalz                          Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02667 19490101 20250505             91     50.8645    7.1575 Köln/Bonn                                Nordrhein-Westfalen                      Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02680 20050601 20250505            289     50.2840   10.4456 Königshofen, Bad                         Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02700 20041201 20250505            416     48.8302   11.4872 Kösching                                 Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02703 19790101 20001011            496     51.8550    9.3239 Köterberg                                Nordrhein-Westfalen                      Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02704 20040501 20250505             76     51.7511   12.0094 Köthen (Anhalt)                          Sachsen-Anhalt                           Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02708 20060701 20250505            742     47.6652   11.0805 Kohlgrub, Bad (Rosshof)                  Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02712 19520502 20250505            428     47.6952    9.1307 Konstanz                                 Baden-Württemberg                        Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02738 20221024 20250505            776     47.6448   11.7438 Kreuth                                   Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02750 20051101 20250505            310     50.2524   11.3209 Kronach                                  Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02773 19930301 20250505            416     49.4283   11.9016 Kümmersbruck                             Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02794 19900611 20250505             40     52.9362   12.4093 Kyritz                                   Brandenburg                              Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02796 19911101 20250505             40     53.9156   12.2790 Laage-Kronskamp                          Mecklenburg-Vorpommern                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02798 19790101 19990514             32     51.6000    6.1500 Laarbruch                                Nordrhein-Westfalen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
02812 19950104 20250505            156     48.3647    7.8280 Lahr                                     Baden-Württemberg                        Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02814 20021101 20250505            687     48.5122    9.7644 Merklingen                               Baden-Württemberg                        Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02829 19790101 20180710            617     48.0772   10.9144 Landsberg (Flugplatz)                    Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02856 20040701 20250505             92     51.9173   13.0878 Langenlipsdorf                           Brandenburg                              Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02878 20170801 20250505            117     51.3909   11.8786 Lauchstädt, Bad                          Sachsen-Anhalt                           Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02886 19890412 20250505            539     48.2175    9.9097 Laupheim                                 Baden-Württemberg                        Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02905 19790101 20250505            550     48.1849   10.8507 Lechfeld                                 Bayern                                   Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02907 19790101 20250505              7     54.7903    8.9514 Leck                                     Schleswig-Holstein                       Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02925 19760401 20250505            356     51.3932   10.3123 Leinefelde                               Thüringen                                Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02928 19970407 20250505            138     51.3151   12.4462 Leipzig-Holzhausen                       Sachsen                                  Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02932 19750701 20250505            131     51.4347   12.2396 Leipzig/Halle                            Sachsen                                  Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02947 20061001 20250505            286     51.1333    8.0348 Lennestadt-Theten                        Nordrhein-Westfalen                      Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02951 20040601 20250505             20     53.1007   11.4864 Lenzen/Elbe                              Brandenburg                              Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02953 20070401 20250505            854     47.8597    8.2308 Lenzkirch-Ruhbühl                        Baden-Württemberg                        Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02961 19790101 20250505              0     54.4996   10.2737 Leuchtturm Kiel                          Schleswig-Holstein                       Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02968 20081201 20240902             43     50.9894    6.9777 Köln-Stammheim                           Nordrhein-Westfalen                      Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
02985 19910305 20250505            321     50.9383   14.2094 Lichtenhain-Mittelndorf                  Sachsen                                  Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
03015 19750701 20250505             98     52.2085   14.1180 Lindenberg                               Brandenburg                              Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
03023 19501001 20161231             22     52.5181    7.3081 Lingen                                   Niedersachsen                            Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
03028 19710401 20250505            157     51.7854    8.8388 Lippspringe, Bad                         Nordrhein-Westfalen                      Frei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
